Expected Annual Damage,Total Investment Costs,Expected Number of Deaths
2665925321.200309,0.0,1.7559557403589283
2201284392.961463,0.0,1.9193417440362461
247618507.7395367,0.0,0.25131744339366907
245400991.61646435,0.0,0.19351571539838755
523323489.60744256,0.0,0.4163146431706015
3813062638.865592,0.0,2.898965492761473
2175000588.540798,0.0,1.8498069850445915
2912309896.5425825,0.0,1.8016368558238376
377704451.8190929,0.0,0.23568480758676988
307364621.31366307,0.0,0.31421236307222955
3127154533.9779882,0.0,1.9038330794751985
665866849.9100034,0.0,0.48455623768500033
615972019.7279888,0.0,0.5368398113004665
868949452.0548377,0.0,0.8173238768668989
539367578.5648108,0.0,0.5777948614270272
1444182210.72222,0.0,1.048337440740082
2120824845.2638733,0.0,1.810075820603297
2719531898.3661165,0.0,2.629362180459916
2114192601.0710738,0.0,1.8009984042722444
2945747786.907864,0.0,1.8294419158479498
2865343289.760795,0.0,3.3159745002354026
3198104449.018827,0.0,1.806037018956651
120821329.26093538,0.0,0.16733720319652798
96939468.65692247,0.0,0.10170459978825133
1834940250.5085402,0.0,3.69207670086897
1762599124.027842,0.0,1.5536286369916033
3228237074.9074154,0.0,2.0337710416345542
571034797.1681356,0.0,0.5489451191364209
110899951.11735688,0.0,0.16957166034358767
875418401.8400114,0.0,1.4420502476377548
1161480512.5033448,0.0,0.8749476637199531
3132727176.727584,0.0,1.9650019562574124
3030657861.120596,0.0,1.7822978336327577
2755577706.8931594,0.0,1.784914481463389
1232552590.4883742,0.0,0.8293347862424296
1585188967.71307,0.0,1.7955765819800822
585174713.3246462,0.0,0.6356156621509892
966351534.5118749,0.0,0.85222028790566
2006157622.0494375,0.0,1.5117308424153317
2431072435.2708864,0.0,2.3827017357608873
